"(153.0, 825.0)","(249.0, 621.0)","(381.0, 427.0)","(538.0, 269.5)","(744.0, 175.0)","(967.0, 167.0)","(1181.0, 218.0)","(1373.0, 316.0)","(1544.0, 453.0)","(1673.0, 633.0)","(1743.0, 829.0)"
"(153.0, 825.0)","(248.0, 622.0)","(381.0, 427.0)","(537.0, 269.0)","(743.0, 174.0)","(968.0, 167.0)","(1183.0, 218.0)","(1374.0, 315.0)","(1544.0, 453.0)","(1674.0, 633.0)","(1743.0, 829.0)"
"(153.0, 824.0)","(249.0, 621.0)","(382.5, 427.0)","(538.0, 269.5)","(743.0, 174.5)","(968.0, 167.0)","(1182.0, 218.0)","(1373.0, 315.5)","(1544.0, 454.0)","(1674.0, 633.0)","(1743.0, 830.0)"
"(152.0, 824.0)","(248.0, 621.0)","(381.5, 427.0)","(537.0, 269.0)","(744.0, 174.0)","(969.0, 167.0)","(1182.0, 217.5)","(1373.0, 315.0)","(1544.0, 453.0)","(1675.0, 633.0)","(1743.0, 829.0)"
"(153.0, 825.0)","(248.0, 621.0)","(383.0, 427.0)","(538.0, 269.0)","(744.0, 174.0)","(968.0, 167.0)","(1182.0, 217.5)","(1373.0, 315.0)","(1544.0, 454.0)","(1675.0, 632.0)","(1743.0, 830.0)"
"(153.0, 825.0)","(248.0, 621.0)","(382.0, 427.0)","(538.0, 269.5)","(745.0, 174.0)","(966.0, 167.0)","(1181.0, 217.5)","(1373.0, 315.0)","(1544.0, 453.0)","(1675.0, 633.0)","(1743.0, 830.0)"
"(152.0, 825.0)","(247.5, 621.0)","(382.0, 427.0)","(538.0, 269.0)","(743.0, 174.0)","(968.0, 167.0)","(1181.0, 217.0)","(1373.0, 315.0)","(1544.0, 453.0)","(1675.0, 632.0)","(1744.0, 829.0)"
"(154.0, 824.0)","(248.0, 622.0)","(382.0, 427.0)","(538.0, 268.5)","(744.0, 174.0)","(967.0, 166.5)","(1181.0, 217.0)","(1373.0, 315.0)","(1544.0, 453.0)","(1675.0, 634.0)","(1744.0, 830.0)"
"(154.0, 825.0)","(248.0, 621.0)","(381.0, 426.0)","(538.0, 268.5)","(744.0, 174.0)","(967.0, 166.5)","(1181.0, 216.5)","(1374.0, 315.0)","(1545.0, 452.0)","(1675.0, 633.0)","(1745.0, 829.0)"
"(154.0, 824.0)","(249.0, 621.0)","(381.0, 426.5)","(538.0, 269.5)","(744.0, 174.0)","(966.0, 166.0)","(1181.0, 216.5)","(1373.0, 316.0)","(1545.0, 452.0)","(1675.0, 634.0)","(1744.0, 829.0)"
"(154.0, 824.0)","(249.0, 621.0)","(381.0, 426.0)","(537.0, 268.0)","(743.0, 174.0)","(967.0, 166.0)","(1181.0, 216.5)","(1373.0, 315.0)","(1545.0, 452.0)","(1675.0, 634.0)","(1745.0, 828.0)"
"(154.0, 825.0)","(249.0, 621.0)","(381.0, 427.0)","(539.0, 269.0)","(743.0, 174.0)","(965.0, 166.0)","(1181.0, 216.5)","(1373.0, 315.0)","(1545.0, 453.0)","(1675.0, 633.0)","(1744.0, 828.0)"
"(154.0, 824.0)","(249.0, 621.0)","(381.0, 426.0)","(538.5, 270.0)","(743.0, 173.0)","(967.0, 166.0)","(1181.0, 217.0)","(1373.0, 315.0)","(1544.0, 453.0)","(1675.0, 633.0)","(1744.0, 828.0)"
"(154.0, 824.0)","(249.0, 621.0)","(381.0, 427.0)","(538.5, 269.0)","(742.0, 174.0)","(967.0, 166.0)","(1181.0, 216.5)","(1373.0, 315.0)","(1544.0, 452.0)","(1675.0, 634.0)","(1744.0, 827.0)"
"(154.0, 825.0)","(249.0, 621.5)","(381.0, 427.0)","(539.0, 269.0)","(744.0, 174.5)","(966.0, 166.5)","(1181.0, 216.5)","(1373.0, 315.0)","(1544.0, 452.0)","(1675.0, 631.0)","(1743.0, 828.0)"
"(154.0, 826.0)","(249.0, 621.0)","(381.0, 427.0)","(539.0, 269.0)","(743.0, 176.0)","(967.0, 166.5)","(1181.0, 216.5)","(1373.0, 315.0)","(1544.0, 453.0)","(1675.0, 632.0)","(1743.0, 831.0)"
"(154.0, 824.0)","(249.0, 621.0)","(383.0, 427.0)","(539.0, 268.5)","(744.0, 173.0)","(966.0, 166.0)","(1181.0, 216.5)","(1373.0, 315.0)","(1545.0, 453.0)","(1675.0, 635.0)","(1744.0, 828.0)"
"(153.0, 825.0)","(249.0, 622.0)","(382.5, 427.0)","(539.0, 269.0)","(743.0, 174.5)","(966.0, 166.0)","(1181.0, 216.5)","(1373.0, 315.0)","(1544.0, 454.0)","(1675.0, 633.0)","(1744.0, 829.0)"
"(153.0, 826.0)","(249.0, 622.0)","(382.5, 427.0)","(539.0, 269.0)","(744.0, 174.0)","(966.0, 166.0)","(1181.0, 216.5)","(1374.0, 316.0)","(1545.0, 454.0)","(1675.0, 635.0)","(1744.0, 828.0)"
"(154.0, 825.0)","(249.0, 623.0)","(382.0, 427.0)","(539.0, 269.0)","(744.0, 174.0)","(967.0, 166.0)","(1181.0, 217.0)","(1374.0, 316.0)","(1545.0, 454.0)","(1675.0, 633.0)","(1744.0, 828.0)"
"(154.0, 825.0)","(249.0, 622.0)","(382.0, 427.0)","(539.0, 270.0)","(744.0, 174.0)","(967.0, 166.0)","(1181.0, 216.5)","(1374.0, 315.0)","(1546.0, 454.0)","(1675.0, 635.0)","(1744.0, 828.0)"
"(154.0, 825.0)","(249.0, 622.0)","(382.5, 427.0)","(539.0, 270.0)","(743.0, 175.0)","(967.0, 166.0)","(1181.5, 217.0)","(1373.0, 315.0)","(1546.0, 453.0)","(1674.0, 633.0)","(1743.0, 827.0)"
"(154.0, 825.0)","(249.0, 624.0)","(382.0, 428.0)","(539.0, 270.0)","(744.0, 175.0)","(968.0, 166.5)","(1182.0, 217.0)","(1373.0, 315.0)","(1545.0, 452.0)","(1675.0, 634.0)","(1743.0, 828.5)"
"(154.0, 825.0)","(249.0, 623.0)","(382.0, 427.0)","(539.0, 270.0)","(745.0, 174.0)","(967.0, 166.5)","(1183.0, 218.0)","(1373.0, 315.5)","(1544.0, 452.5)","(1675.0, 635.0)","(1744.0, 828.5)"
"(154.0, 825.0)","(249.0, 621.0)","(383.0, 427.0)","(538.0, 269.5)","(743.5, 174.0)","(968.0, 166.0)","(1183.0, 217.0)","(1373.0, 315.0)","(1545.0, 452.0)","(1675.0, 633.0)","(1743.0, 828.0)"
"(154.0, 825.0)","(249.0, 621.0)","(383.0, 427.0)","(538.0, 269.5)","(743.5, 174.0)","(968.0, 166.0)","(1183.0, 216.0)","(1373.0, 315.0)","(1545.0, 452.0)","(1675.0, 633.0)","(1743.0, 828.0)"
"(154.0, 825.0)","(249.0, 621.0)","(383.0, 427.0)","(538.0, 269.0)","(743.0, 174.5)","(965.0, 167.0)","(1181.5, 216.5)","(1373.0, 315.0)","(1544.0, 454.0)","(1675.0, 634.0)","(1743.0, 828.0)"
"(154.0, 825.0)","(249.0, 621.0)","(383.0, 427.0)","(538.0, 269.0)","(742.0, 174.5)","(965.0, 166.5)","(1181.0, 216.5)","(1373.0, 315.0)","(1543.0, 453.0)","(1675.0, 633.0)","(1743.0, 828.0)"
"(154.0, 825.0)","(249.0, 621.0)","(383.0, 426.0)","(538.0, 269.0)","(742.0, 174.5)","(966.0, 167.0)","(1181.5, 216.5)","(1373.0, 315.0)","(1543.0, 453.0)","(1675.0, 634.0)","(1743.0, 829.0)"
"(154.0, 826.0)","(249.0, 622.0)","(383.0, 426.5)","(538.0, 269.0)","(742.5, 174.0)","(965.0, 167.5)","(1181.5, 218.0)","(1373.0, 315.0)","(1544.0, 453.0)","(1675.0, 633.0)","(1743.0, 829.0)"
"(154.0, 824.0)","(249.0, 622.0)","(382.0, 426.5)","(538.0, 270.0)","(743.0, 174.0)","(966.0, 167.5)","(1181.5, 218.0)","(1373.0, 315.0)","(1545.0, 452.0)","(1675.0, 632.0)","(1743.0, 829.0)"
"(154.0, 824.0)","(249.0, 622.0)","(382.0, 426.5)","(538.0, 270.0)","(745.0, 174.0)","(966.0, 167.5)","(1181.0, 218.0)","(1373.0, 315.0)","(1544.0, 452.0)","(1675.0, 633.0)","(1743.0, 828.0)"
"(153.0, 826.0)","(250.5, 621.0)","(382.0, 427.0)","(538.5, 270.0)","(742.0, 174.5)","(968.0, 167.0)","(1181.0, 217.0)","(1373.0, 316.0)","(1543.0, 453.0)","(1674.0, 633.0)","(1741.0, 830.0)"
"(153.0, 826.0)","(250.5, 621.0)","(382.0, 428.0)","(538.5, 269.0)","(742.0, 174.5)","(968.0, 167.0)","(1181.0, 218.0)","(1373.0, 316.0)","(1544.0, 453.0)","(1674.0, 633.0)","(1741.0, 829.0)"
"(153.0, 826.0)","(250.5, 621.0)","(382.0, 428.0)","(538.0, 269.0)","(742.0, 174.5)","(968.0, 167.0)","(1182.0, 218.0)","(1372.0, 316.0)","(1544.0, 453.0)","(1674.0, 633.0)","(1741.0, 829.0)"
"(152.0, 826.0)","(249.5, 621.0)","(382.0, 427.0)","(538.0, 269.0)","(742.5, 174.5)","(968.0, 167.0)","(1182.0, 218.0)","(1373.0, 315.0)","(1544.0, 453.0)","(1674.0, 633.0)","(1741.0, 828.0)"
"(152.0, 826.5)","(249.5, 621.0)","(382.0, 427.0)","(538.0, 269.0)","(743.0, 174.5)","(968.0, 167.0)","(1184.0, 218.0)","(1373.0, 315.0)","(1544.0, 453.0)","(1674.0, 633.0)","(1741.0, 828.0)"
"(153.0, 826.5)","(250.5, 622.0)","(382.0, 427.0)","(538.5, 269.0)","(744.0, 174.5)","(967.0, 167.0)","(1182.5, 217.0)","(1373.0, 315.0)","(1543.0, 452.0)","(1676.0, 636.0)","(1742.0, 830.0)"
"(152.0, 826.5)","(249.5, 622.0)","(382.0, 427.0)","(538.5, 269.0)","(744.0, 174.5)","(967.0, 167.0)","(1183.0, 217.0)","(1373.0, 316.0)","(1544.0, 452.0)","(1676.0, 635.0)","(1742.0, 830.0)"
"(153.0, 826.5)","(249.5, 621.0)","(382.0, 427.0)","(538.5, 269.0)","(743.0, 174.5)","(967.0, 167.0)","(1182.0, 217.0)","(1373.0, 316.0)","(1544.0, 452.0)","(1676.0, 635.0)","(1742.0, 830.0)"
"(153.0, 826.5)","(249.5, 621.0)","(382.0, 427.0)","(538.5, 269.0)","(743.0, 174.5)","(968.0, 167.0)","(1182.5, 217.0)","(1373.0, 316.0)","(1544.0, 453.0)","(1676.0, 634.0)","(1742.0, 829.0)"
"(153.0, 826.5)","(250.0, 621.0)","(382.0, 426.0)","(538.5, 270.0)","(743.0, 174.5)","(967.0, 167.0)","(1181.5, 217.0)","(1373.0, 316.0)","(1543.0, 453.0)","(1675.0, 634.0)","(1743.0, 830.0)"
"(153.0, 826.5)","(250.0, 621.0)","(382.0, 426.0)","(539.0, 269.5)","(744.0, 174.5)","(968.0, 167.0)","(1183.0, 217.0)","(1373.0, 316.0)","(1544.0, 453.0)","(1675.0, 633.0)","(1743.0, 829.0)"
"(153.0, 826.5)","(250.0, 620.0)","(382.0, 427.0)","(538.0, 269.5)","(744.0, 174.5)","(967.0, 167.0)","(1182.0, 217.0)","(1372.0, 315.0)","(1544.0, 451.5)","(1675.0, 633.0)","(1743.5, 830.0)"
"(153.0, 826.5)","(250.0, 621.0)","(382.0, 427.0)","(538.0, 269.5)","(743.0, 174.5)","(968.0, 167.0)","(1183.0, 217.0)","(1373.0, 316.0)","(1544.0, 452.0)","(1675.0, 633.0)","(1743.5, 829.0)"
"(153.0, 826.5)","(249.5, 622.0)","(382.0, 427.0)","(538.0, 269.5)","(743.0, 174.0)","(967.5, 167.0)","(1183.0, 217.0)","(1372.0, 316.0)","(1544.0, 452.0)","(1675.0, 634.0)","(1743.0, 829.0)"
"(153.0, 826.5)","(250.5, 622.0)","(383.0, 426.0)","(538.0, 269.0)","(743.0, 175.0)","(967.0, 167.0)","(1183.0, 217.0)","(1372.0, 316.0)","(1543.0, 452.0)","(1675.0, 634.0)","(1743.0, 829.0)"
"(153.0, 826.5)","(249.0, 622.0)","(382.0, 427.0)","(539.0, 270.0)","(744.0, 175.0)","(967.0, 167.0)","(1181.0, 217.0)","(1372.0, 316.0)","(1543.0, 453.0)","(1675.0, 634.0)","(1744.0, 829.0)"
"(153.0, 827.0)","(249.5, 623.0)","(383.5, 427.0)","(539.0, 270.0)","(744.0, 175.0)","(967.0, 167.0)","(1181.0, 217.0)","(1373.0, 316.0)","(1544.0, 453.0)","(1675.0, 633.0)","(1744.0, 830.0)"
"(153.0, 827.0)","(249.5, 622.0)","(383.5, 427.0)","(539.0, 269.0)","(744.0, 175.0)","(967.0, 167.0)","(1181.0, 217.0)","(1372.0, 316.0)","(1544.0, 454.0)","(1675.0, 633.0)","(1744.0, 829.0)"
"(153.0, 827.5)","(248.5, 622.0)","(382.0, 428.0)","(538.0, 269.0)","(742.5, 175.0)","(968.0, 167.0)","(1181.0, 217.0)","(1373.0, 317.0)","(1544.0, 453.5)","(1674.0, 634.0)","(1743.0, 829.0)"
"(153.0, 828.5)","(248.5, 621.0)","(383.5, 427.0)","(539.0, 268.0)","(742.5, 175.0)","(968.0, 167.0)","(1182.0, 217.0)","(1373.0, 315.0)","(1543.0, 453.0)","(1674.0, 634.0)","(1743.0, 829.0)"
"(153.0, 828.0)","(248.5, 621.0)","(383.5, 427.0)","(539.0, 268.0)","(742.5, 175.0)","(968.0, 167.0)","(1182.0, 217.0)","(1373.0, 315.0)","(1544.0, 453.0)","(1674.0, 635.0)","(1743.0, 829.0)"
"(153.0, 828.5)","(248.5, 621.0)","(383.5, 426.0)","(538.0, 269.0)","(741.0, 175.0)","(968.0, 167.0)","(1181.0, 217.0)","(1372.0, 315.0)","(1544.0, 454.0)","(1675.0, 633.0)","(1743.0, 828.0)"
"(153.0, 828.0)","(249.0, 622.0)","(383.0, 426.0)","(539.0, 269.0)","(742.0, 175.0)","(968.0, 167.0)","(1182.5, 218.0)","(1373.0, 315.0)","(1543.0, 453.0)","(1675.0, 634.0)","(1744.0, 828.0)"
"(153.0, 828.0)","(249.0, 622.0)","(382.0, 426.0)","(539.0, 269.5)","(743.0, 175.0)","(967.0, 168.0)","(1182.0, 217.0)","(1374.0, 318.0)","(1543.0, 454.0)","(1675.0, 634.0)","(1744.0, 830.0)"
"(153.0, 828.0)","(249.0, 622.0)","(382.0, 426.0)","(538.0, 269.5)","(744.0, 175.0)","(968.0, 167.5)","(1183.5, 217.0)","(1373.0, 315.0)","(1544.0, 452.0)","(1675.0, 633.0)","(1744.0, 829.0)"
"(153.0, 827.5)","(249.0, 622.0)","(382.0, 426.5)","(539.0, 269.5)","(744.0, 175.0)","(968.0, 167.0)","(1182.0, 217.0)","(1373.0, 315.0)","(1544.0, 452.5)","(1675.0, 633.0)","(1744.0, 829.0)"
"(153.0, 827.5)","(249.0, 622.0)","(382.0, 426.5)","(539.0, 269.5)","(743.0, 175.0)","(968.0, 167.0)","(1183.0, 217.0)","(1373.0, 316.0)","(1544.0, 452.5)","(1675.0, 633.0)","(1744.0, 829.0)"
"(153.0, 827.5)","(249.0, 622.0)","(382.0, 427.5)","(539.0, 268.5)","(743.0, 175.0)","(968.0, 167.0)","(1184.0, 217.0)","(1373.0, 316.0)","(1545.0, 452.5)","(1675.0, 634.0)","(1744.0, 829.0)"
"(153.0, 827.5)","(249.0, 622.0)","(382.0, 427.0)","(539.0, 268.5)","(743.0, 174.0)","(968.0, 167.0)","(1183.0, 217.0)","(1373.0, 316.0)","(1545.0, 452.5)","(1675.0, 634.0)","(1744.0, 829.0)"
"(153.0, 824.0)","(249.0, 622.0)","(383.0, 426.0)","(538.0, 268.0)","(743.0, 174.0)","(969.0, 166.0)","(1182.0, 217.0)","(1373.0, 315.5)","(1544.0, 452.5)","(1675.0, 634.0)","(1744.0, 827.0)"
"(153.0, 825.0)","(249.0, 621.0)","(383.0, 427.0)","(538.0, 269.0)","(745.0, 174.0)","(968.5, 166.0)","(1182.0, 217.0)","(1373.0, 314.5)","(1544.0, 453.0)","(1675.0, 634.0)","(1743.0, 829.0)"
"(153.0, 825.0)","(249.5, 621.0)","(383.0, 427.0)","(538.0, 268.0)","(744.0, 175.0)","(967.0, 166.0)","(1182.0, 217.0)","(1373.0, 314.5)","(1543.0, 453.0)","(1675.0, 636.0)","(1743.0, 829.0)"
"(153.0, 824.0)","(249.0, 621.0)","(383.0, 428.0)","(538.0, 268.0)","(744.0, 175.0)","(967.0, 166.0)","(1181.0, 217.0)","(1373.0, 314.5)","(1543.0, 452.5)","(1675.0, 635.0)","(1743.0, 829.0)"
"(153.0, 824.0)","(249.0, 621.0)","(383.0, 426.5)","(539.0, 268.0)","(745.0, 175.0)","(967.5, 166.0)","(1182.0, 217.0)","(1373.0, 314.5)","(1544.0, 452.5)","(1675.0, 635.0)","(1743.0, 829.0)"
"(153.0, 824.0)","(249.0, 621.0)","(383.0, 427.0)","(539.0, 268.0)","(744.0, 174.5)","(968.0, 166.0)","(1183.5, 217.0)","(1374.0, 314.0)","(1544.0, 452.5)","(1675.0, 633.0)","(1742.5, 827.0)"
"(153.0, 825.0)","(249.0, 621.0)","(383.0, 426.0)","(539.0, 268.0)","(744.0, 174.5)","(967.0, 166.0)","(1183.0, 217.0)","(1373.0, 314.5)","(1544.0, 453.0)","(1675.0, 634.0)","(1742.5, 829.0)"
"(154.0, 824.0)","(249.5, 621.0)","(383.0, 427.0)","(538.5, 268.5)","(744.0, 174.5)","(967.0, 166.0)","(1183.0, 217.0)","(1374.0, 314.0)","(1543.0, 453.0)","(1675.0, 635.0)","(1742.5, 829.0)"
"(153.0, 824.0)","(249.0, 621.0)","(382.0, 427.0)","(538.5, 268.5)","(744.0, 174.5)","(967.0, 166.0)","(1183.0, 217.0)","(1373.0, 314.0)","(1543.0, 453.0)","(1675.0, 635.0)","(1742.5, 829.0)"
"(153.0, 824.0)","(249.0, 622.0)","(382.0, 426.0)","(539.0, 269.0)","(744.0, 174.5)","(967.0, 166.0)","(1183.0, 217.0)","(1373.0, 314.0)","(1544.0, 453.0)","(1675.0, 633.0)","(1743.0, 828.0)"
"(153.0, 824.0)","(249.0, 621.0)","(382.0, 426.0)","(539.0, 269.0)","(743.0, 175.0)","(968.0, 166.0)","(1183.0, 217.0)","(1374.0, 314.0)","(1544.0, 453.0)","(1675.0, 634.0)","(1742.5, 827.0)"
"(153.0, 824.0)","(249.0, 621.0)","(382.0, 426.0)","(539.0, 269.0)","(745.0, 175.0)","(968.0, 166.0)","(1183.0, 217.0)","(1372.0, 314.0)","(1543.0, 453.0)","(1675.0, 633.0)","(1742.5, 828.0)"
"(153.0, 824.0)","(249.0, 621.0)","(383.0, 426.0)","(539.0, 269.0)","(745.0, 175.0)","(967.0, 166.0)","(1183.0, 217.0)","(1373.0, 315.0)","(1543.0, 453.0)","(1675.0, 635.0)","(1743.0, 829.0)"
"(153.0, 824.0)","(249.5, 621.0)","(382.0, 426.0)","(538.0, 269.0)","(744.0, 175.0)","(969.0, 166.0)","(1183.0, 217.0)","(1372.0, 315.0)","(1544.0, 453.0)","(1675.0, 634.0)","(1743.0, 829.0)"
"(153.0, 824.0)","(249.5, 621.0)","(382.0, 426.0)","(538.0, 269.0)","(743.0, 174.0)","(968.0, 166.0)","(1183.0, 217.0)","(1372.0, 315.0)","(1544.5, 453.0)","(1675.0, 634.0)","(1743.0, 829.0)"
"(153.0, 824.0)","(249.5, 622.0)","(383.0, 426.0)","(538.0, 269.0)","(744.0, 175.0)","(969.0, 166.0)","(1183.0, 217.0)","(1372.0, 314.5)","(1544.5, 453.0)","(1675.0, 634.0)","(1743.0, 829.0)"
"(153.0, 825.0)","(249.5, 622.0)","(381.0, 427.0)","(538.0, 269.0)","(743.0, 175.0)","(969.0, 166.0)","(1182.0, 217.0)","(1373.0, 315.0)","(1544.5, 453.0)","(1674.0, 633.0)","(1743.0, 829.0)"
"(154.0, 825.0)","(249.5, 622.0)","(381.0, 426.0)","(538.0, 269.0)","(744.0, 175.0)","(969.0, 166.0)","(1182.0, 217.0)","(1373.0, 315.0)","(1544.5, 453.0)","(1675.0, 633.0)","(1742.0, 829.0)"
"(153.0, 825.0)","(249.5, 621.0)","(381.0, 426.0)","(538.0, 269.0)","(743.0, 175.0)","(969.0, 166.0)","(1182.0, 217.0)","(1373.0, 315.0)","(1544.5, 453.0)","(1674.0, 633.0)","(1742.0, 829.0)"
"(153.0, 825.0)","(249.0, 621.0)","(381.0, 426.0)","(537.0, 269.0)","(744.0, 175.0)","(968.0, 166.0)","(1182.0, 217.0)","(1374.0, 315.0)","(1544.5, 453.0)","(1675.0, 633.0)","(1742.0, 829.0)"
"(153.0, 825.0)","(249.0, 621.0)","(381.0, 426.5)","(537.0, 269.5)","(744.0, 175.0)","(969.0, 166.0)","(1182.0, 217.0)","(1373.0, 314.0)","(1544.5, 453.0)","(1674.0, 635.0)","(1742.0, 828.0)"
"(153.0, 825.0)","(249.0, 621.0)","(381.0, 426.0)","(538.0, 269.0)","(744.0, 175.0)","(969.0, 166.0)","(1182.0, 217.0)","(1373.0, 314.0)","(1545.0, 453.0)","(1675.0, 633.0)","(1742.0, 828.0)"
"(153.0, 825.0)","(249.0, 621.0)","(381.0, 426.5)","(538.0, 269.0)","(744.0, 175.0)","(968.0, 166.0)","(1182.0, 217.0)","(1374.0, 314.0)","(1544.5, 453.0)","(1674.0, 633.0)","(1742.0, 828.0)"
"(154.0, 825.0)","(249.0, 622.0)","(382.0, 426.0)","(538.0, 270.0)","(743.0, 175.0)","(967.0, 166.0)","(1183.0, 217.0)","(1374.0, 314.0)","(1544.0, 453.0)","(1675.0, 633.0)","(1742.0, 829.0)"
"(153.0, 824.0)","(249.0, 622.0)","(381.0, 426.5)","(538.0, 269.0)","(743.0, 175.0)","(967.0, 166.0)","(1183.0, 217.0)","(1374.0, 314.0)","(1545.0, 453.0)","(1674.0, 633.0)","(1742.0, 829.0)"
"(153.0, 825.0)","(249.0, 622.0)","(382.0, 426.0)","(538.0, 269.5)","(744.0, 175.0)","(967.0, 166.0)","(1181.0, 217.0)","(1373.0, 314.0)","(1543.0, 453.0)","(1675.0, 633.0)","(1742.0, 828.0)"
"(153.0, 824.0)","(249.0, 622.0)","(381.0, 426.5)","(538.0, 268.0)","(743.0, 175.0)","(967.0, 166.0)","(1182.0, 217.0)","(1374.0, 316.0)","(1543.5, 453.0)","(1674.0, 632.0)","(1742.0, 829.0)"
"(153.0, 824.0)","(249.0, 623.0)","(382.0, 426.5)","(538.0, 268.0)","(743.0, 175.0)","(967.0, 166.0)","(1183.0, 217.0)","(1374.0, 316.0)","(1544.0, 453.0)","(1674.0, 632.0)","(1742.0, 828.0)"
"(153.0, 824.0)","(249.0, 623.0)","(382.0, 426.0)","(538.0, 268.0)","(743.0, 175.0)","(967.0, 166.0)","(1182.0, 217.0)","(1374.0, 316.0)","(1543.0, 453.0)","(1675.0, 636.0)","(1742.0, 829.0)"
"(153.0, 824.0)","(249.0, 623.0)","(383.0, 426.0)","(538.0, 269.0)","(743.0, 174.0)","(967.0, 166.0)","(1182.0, 217.0)","(1374.0, 315.0)","(1544.0, 453.0)","(1676.0, 635.5)","(1743.0, 828.5)"
"(153.0, 825.0)","(249.0, 623.0)","(383.0, 427.0)","(538.0, 269.5)","(744.0, 174.0)","(967.0, 166.0)","(1183.0, 217.0)","(1374.0, 315.0)","(1545.0, 453.0)","(1675.0, 636.0)","(1743.0, 828.0)"
"(153.0, 825.0)","(249.5, 621.5)","(383.0, 427.0)","(538.0, 269.0)","(744.0, 175.0)","(968.0, 167.0)","(1182.0, 217.0)","(1373.0, 316.0)","(1543.0, 452.0)","(1674.0, 634.0)","(1743.0, 828.0)"
